fish_id,fish_species,date_collected,island,fishing_status,station,fish_depth,fish_habitat,total_length_mm,fork_length_mm,standard_length_mm,total_wet_weight_grams,trematodes_count,cestodes_count,copepods_count,isopods_count,nematodes_count,monogenians_count,gnathopods_count
476,STEAUR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,100.13,89,74,22,0,0,0,0,0,0,0
477,STEAUR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,105.69,96,80,22,1,0,0,0,0,0,0
478,STEAUR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,97.4042,95,75,NA,0,0,0,0,0,0,0
479,STEAUR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,101.88,93,76,21,1,0,0,0,0,0,0
480,STEAUR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,97.4042,90,75,NA,0,0,0,0,0,0,0
481,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,100.1402,91,77,NA,5,0,0,0,0,0,0
482,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,77.95,75,60,10.069,0,0,0,0,2,0,0
483,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,105.18,98,86,26,6,0,0,0,0,0,0
484,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,101.97,83,81,24,2,0,0,0,0,0,0
485,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,95.21,82,72,19.65,4,0,0,0,0,0,0
486,STEAUR,10/31/10,Kingman,Unfished,KIN-2010-F2,35,backreef,90.36,79.3,69.4,12.42,44,0,0,0,0,0,0
487,STEAUR,10/31/10,Kingman,Unfished,KIN-2010-F2,35,backreef,89.99,83.1,73.3,13,16,0,0,0,0,0,0
488,STEAUR,10/31/10,Kingman,Unfished,KIN-2010-F2,35,backreef,83.5874,75.1,64.9,NA,1,0,0,0,0,0,0
489,STEAUR,11/03/10,Kingman,Unfished,KIN-2010-F4,60,backreef,96,95.7,71.7,17.07,0,0,0,0,0,0,0
490,STEAUR,11/03/10,Kingman,Unfished,KIN-2010-F4,60,backreef,73.1906,71.3,57.3,NA,0,0,0,0,0,0,0
491,STEAUR,11/03/10,Kingman,Unfished,KIN-2010-F4,60,backreef,78.02,76.8,58.9,10.98,2,0,0,0,0,0,0
492,STEAUR,11/03/10,Kingman,Unfished,KIN-2010-F4,60,backreef,91.53,84.4,71.1,17.21,4,0,0,0,0,0,0
493,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,101.35,91,77,22,4,0,0,0,0,0,0
494,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,90.94,84,69,17,1,0,0,0,0,0,0
495,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,103.79,87,77,19.5,5,0,0,0,0,0,0
496,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,113.8202,101,87,26,3,0,0,0,0,0,0
497,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,98.09,92,75,22,11,0,0,0,0,0,0
498,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,86.4602,81,67,NA,4,0,0,0,0,0,0
499,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,76.8842,73,60,NA,4,0,0,0,0,0,0
500,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,96.83,88,76,18.25,1,0,0,0,0,0,0
501,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,100.1402,92,77,NA,0,0,0,0,0,0,0
502,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,101.48,93,76,21,14,0,0,0,0,0,0
503,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,102.29,94,77,21.66,4,0,0,0,0,0,0
504,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,104.1074,93.1,79.9,NA,2,1,0,0,0,0,0
505,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,88.1018,87.9,68.2,NA,28,0,0,0,0,0,0
506,STEAUR,11/03/10,Kingman,Unfished,KIN-2010-F4,60,backreef,89.93,82.8,66.2,13.42,1,0,0,0,0,0,0
507,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,84.02,71,64,12,0,0,0,0,0,0,0
508,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,109.7,102,87,26,2,0,0,0,0,0,0
509,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,92.41,89,73,16.2,2,0,0,0,0,0,0
510,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,101,98,81,21,1,0,0,0,0,0,0
511,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,105.32,97,81,29,1,0,0,0,0,0,0
512,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,101.63,88,75,21,6,0,0,0,0,0,0
513,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,100.25,97,77,23,1,0,0,0,0,0,0
514,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,103.81,98,82,26,7,0,0,0,0,0,0
515,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,86.47,93,80,25.53,3,0,0,0,0,0,0
516,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,89.1962,86,69,NA,1,0,0,0,0,0,0
517,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,96.03,92,74,24,11,0,0,0,0,0,0
518,STEAUR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,101.98,92,75,22,2,0,0,0,0,0,0
519,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,94.93,85.8,71.6,21,21,0,0,0,0,0,0
520,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,90.62,90,72.3,25,0,0,0,0,0,0,0
521,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,97.8,94,75.9,23,0,0,0,0,0,0,0
522,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,94.44,83.6,69.8,18,0,0,0,0,0,0,0
523,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,92.29,82.5,61,22.02,6,0,0,0,0,0,0
524,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,104,91.8,79.9,26.79,22,0,0,0,0,0,0
525,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,99.12,92.2,72.1,23,6,0,0,0,0,0,0
526,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,82.2194,75.3,63.9,NA,5,0,0,0,0,0,0
527,STEAUR,10/26/10,Palmyra,Unfished,Penguin Spit Channel,15,backreef,91.44,81.5,70.6,16.41,9,0,0,0,0,0,0
528,STEAUR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,105.3386,99.5,80.8,NA,0,0,0,0,0,0,0
529,STEAUR,11/02/10,Kingman,Unfished,KIN-2010-F4,60,backreef,93.25,82.4,66.8,13,2,0,0,0,0,0,0
530,STEAUR,11/02/10,Kingman,Unfished,KIN-2010-F4,60,backreef,83.55,76.5,61.2,10,0,0,0,0,0,0,0
531,STEAUR,11/02/10,Kingman,Unfished,KIN-2010-F4,60,backreef,81.62,75.9,61.8,11,13,0,0,0,0,0,0
532,STEAUR,11/02/10,Kingman,Unfished,KIN-2010-F4,60,backreef,82.56,73.1,62.3,10.37,1,0,0,0,0,0,0
533,STEAUR,11/02/10,Kingman,Unfished,KIN-2010-F4,60,backreef,84.32,75.2,63.4,11,0,0,0,0,0,0,0
534,STEAUR,11/02/10,Kingman,Unfished,KIN-2010-F4,60,backreef,82.55,74.8,64.9,10.05,94,0,0,0,0,0,0
535,STEAUR,11/02/10,Kingman,Unfished,KIN-2010-F4,60,backreef,80.59,73.3,61.8,11.23,0,0,0,0,0,0,0
536,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,95.51,94.2,74.9,22,2,0,0,0,0,0,0
537,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,100.08,86.4,75,24,9,0,0,0,0,0,0
538,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,108.87,96.7,80.1,29.56,8,0,0,0,0,0,0
539,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,105.34,97.4,79.4,26.51,4,0,0,0,0,0,0
540,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,102.78,90.2,75.3,22,11,0,0,0,0,0,0
541,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,111.09,95.4,80.5,30.95,11,0,0,0,0,0,0
542,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,77.43,71.7,57.3,10,5,0,0,0,0,0,0
543,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,89.6066,82.5,69.3,16,0,0,0,0,0,0,0
544,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,63.56,89.9,77,23,9,0,0,0,0,0,0
545,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,106.32,98.9,80.1,27.43,8,0,0,0,0,0,0
546,STEAUR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,103.93,96.8,80.9,29,0,0,0,0,0,0,0
547,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F2,50,forereef,106.7066,98.8,81.8,NA,0,0,0,0,4,0,0
548,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F2,50,forereef,84.8186,77,65.8,NA,2,0,0,0,0,0,0
549,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F2,50,forereef,87.8282,87.8,68,NA,4,0,0,0,0,0,0
550,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F2,50,forereef,101.5082,94.2,78,NA,1,0,0,0,0,0,0
551,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,75.653,74.2,59.1,NA,0,0,0,0,0,0,0
552,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,94.6682,94.8,73,NA,30,0,0,0,0,0,0
553,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,107.801,100.1,82.6,NA,5,0,0,0,0,0,0
554,STEAUR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,96.857,94.8,74.6,NA,0,0,0,0,0,0,0
555,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,101,94,78,26.69,0,0,0,0,0,0,0
556,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,98,92,78,NA,0,0,0,0,0,0,0
557,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,76,76,59,NA,0,0,0,0,0,0,0
558,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,75.9714,63.8556,52.83,7.96,0,2,0,0,0,0,0
559,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,66.1416,56.9214,50.038,5.35,19,0,0,0,0,0,0
560,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,99.949,88.3666,77.47,24.67,49,0,0,0,0,0,0
561,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,71.769248,62.1792,56.261,7.83,14,0,0,0,0,0,0
562,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,80.645,68.8594,60.9346,9.61,30,0,0,0,0,0,0
563,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,102.108,90.0684,77.4446,23.72,52,0,0,0,0,0,0
564,STEAUR,06/08/09,Kiritimati,Fished,KIR_2009_26,35,forereef,95.9866,86.0044,74.1934,19.7,27,0,0,0,0,0,0
565,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,71.81,59.7,49.4,3.83,0,0,0,0,0,0,0
566,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,56.32,48,40.1,2.33,0,0,0,0,0,0,0
567,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,55.42,46.5,39,2.2,0,0,0,0,0,0,0
568,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,56.16,48.8,42.8,2.32,0,0,0,0,0,0,0
569,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,63.08,57,50,3.43,0,0,0,0,0,0,0
570,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,75.78,60.1,51,3.95,0,0,0,0,0,0,0
571,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,71.28,61.2,50.4,3.87,0,0,0,0,0,0,0
572,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,65.84,57.2,48.3,3.55,0,0,0,0,0,0,0
573,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,62.09,53.3,45.4,2.99,0,0,0,0,0,0,0
574,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,61.58,53.5,47,3.31,0,0,0,0,0,0,0
575,PSEBAR,11/12/10,Jarvis,Unfished,JAR-2010-F1,45,forereef,56.05,47.5,42.4,2.45,1,0,0,0,0,0,0
576,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,81.01,60,52.6,4.85,0,0,0,0,0,0,0
577,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,73.02,62.7,55.9,4.69,0,0,0,0,0,0,0
578,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,60.89,53.3,46.6,2.9,0,0,0,0,0,0,0
579,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,60.37,52.6,44.4,2.82,0,0,0,0,0,0,0
580,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,57.94,50.4,43.5,2.7,0,0,0,0,0,0,0
581,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,57.7,50.9,43.9,2.93,0,0,0,0,0,0,0
582,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,62.51,51.9,46.7,3.17,0,0,0,0,0,0,0
583,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,75.02,59.6,50.1,3.95,0,0,0,0,0,0,0
584,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,79.87,65,56.5,5.05,0,0,0,0,0,0,0
585,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,61.64,53.5,46.4,2.89,0,0,0,0,0,0,0
586,PSEBAR,11/13/10,Jarvis,Unfished,JAR-2010-F3,25,forereef,60.19,56,46.5,3.45,0,0,0,0,0,0,0
587,PSEBAR,11/14/10,Jarvis,Unfished,JAR-2010-F7,35,forereef,55.22,49.8,43,2.42,0,0,0,0,0,0,0
588,PSEBAR,11/14/10,Jarvis,Unfished,JAR-2010-F7,35,forereef,63.84,56.4,49.1,3.13,0,0,0,0,0,0,0
589,PSEBAR,11/14/10,Jarvis,Unfished,JAR-2010-F7,35,forereef,61.4,55.1,47.7,3.09,0,0,0,0,0,0,0
590,PSEBAR,10/28/10,Palmyra,Unfished,Penguin Spit,15,backreef,31.6,27.1,23.7,0.3265,0,0,0,0,0,0,0
591,PSEBAR,10/28/10,Palmyra,Unfished,Penguin Spit,15,backreef,32.41,27.9,23.1,0.3245,0,0,0,0,0,0,0
592,PSEBAR,10/28/10,Palmyra,Unfished,Penguin Spit,15,backreef,29.06,27.3,24.3,0.305,0,0,0,0,0,0,0
593,PSEBAR,10/28/10,Palmyra,Unfished,Penguin Spit,15,backreef,32.71,28.1,25.9,0.4243,0,0,0,0,0,0,0
594,PSEBAR,10/28/10,Palmyra,Unfished,Penguin Spit,15,backreef,32.334,28.4,25.3,0.3072,0,0,0,0,0,0,0
595,PSEBAR,10/28/10,Palmyra,Unfished,Penguin Spit,15,backreef,32.92,28.4,24.2,0.2968,0,0,0,0,0,0,0
596,PSEBAR,10/28/10,Palmyra,Unfished,Penguin Spit,15,backreef,30.45,28.2,26.7,0.3124,0,0,0,0,0,0,0
597,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,68.69,60.3,52.2,3.7,0,0,0,0,0,0,0
598,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,52.28,45.4,38.9,1.61,0,0,1,0,0,0,0
599,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,45.93754,38.7,34.3,1.1727,0,0,0,0,0,0,0
600,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,47.69,41.1,34.7,1,1,0,0,0,0,0,0
601,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,44.89,39.8,33.8,0.92,0,0,0,0,0,0,0
602,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,65.72,53.7,47.3,2.76,0,0,0,0,0,0,0
603,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,53.56,45.4,39.9,1.61,0,0,1,0,0,0,0
604,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,51.1,46.7,39.8,1.44,0,0,0,0,0,0,0
605,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,61.45,52.1,45.3,2.7,1,0,0,0,0,0,0
606,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,45.59,40.4,34.5,1.064,0,0,0,0,0,0,0
607,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,52.99,46.4,39.5,1.65,0,0,2,0,0,0,0
608,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,69.25,60.3,52.6,4.081,0,0,0,0,0,0,0
609,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,54.12,49.2,42.3,1.97,1,0,0,0,0,0,0
610,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,56.51,48.9,42.8,2.03,0,0,0,0,0,0,0
611,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,51.02,46.6,39.7,1.56,0,0,0,0,0,0,0
612,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,72.53,57,48,3.04,0,0,1,0,0,0,0
613,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,54.09,46.1,39.7,1.63,0,0,0,0,0,0,0
614,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,44.63,37.5,31.5,0.87,0,0,0,0,0,0,0
615,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,52.93,49,42.1,1.86,0,0,0,0,0,0,0
616,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,68.58,52.3,47,3.31,0,0,1,0,0,0,0
617,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,63.82,53,46.4,3.11,0,0,0,0,0,0,0
618,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,52.91,43.1,37,1.57,0,0,1,0,0,0,0
619,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,55.11,47.9,39.8,1.79,0,0,2,0,0,0,0
620,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,69.85,56.6,48.9,3.57,0,0,0,0,0,0,0
621,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,74.27,54.6,47.1,3.28,0,0,0,0,0,0,0
622,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,69.47,54.5,45.7,3.15,0,0,1,0,0,0,0
623,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,50.17,42.3,35.7,1.57,0,0,0,0,0,0,0
624,PSEBAR,11/05/10,Tabuaeran,Fished,TAB-2010-F1,65,forereef,46.74,40.1,34.5,1.23,0,0,0,0,0,0,0
625,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,50.31,46,39,1.51,0,0,0,0,0,0,0
626,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,51.74,38,NA,1.51,0,0,0,0,0,0,0
627,PSEBAR,11/09/10,Teraina,Fished,TER-2010-F1,60,forereef,34.4769,30,26,NA,0,0,0,0,0,0,0
628,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,70.27,61.6,55.1,4.12,0,0,0,0,0,0,0
629,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,51.19,43.4,39.5,1.67,0,0,0,0,0,0,0
630,PSEBAR,11/10/10,Teraina,Fished,TER-2010-F7,35,forereef,57.87,48.2,43.1,1.75,0,0,0,0,0,0,0
631,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,67.21,60.2,52.9,3.624,0,0,0,0,0,0,0
632,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,58.27,54,45.7,2.1178,0,0,0,0,0,0,0
633,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,52.73,48.5,42.1,1.718,0,0,0,0,0,0,0
634,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,53.15,45.4,41.7,1.74,0,0,0,0,0,0,0
635,PSEBAR,11/19/10,Kiritimati,Fished,KIR-2010-F1,35,forereef,50.33,43.1,38,1.3096,0,0,0,0,0,0,0
